"행정구역(시군구)별",2025.04
"행정구역(시군구)별",총인구수 (명)
"종로구",138096
"중구",119601
"용산구",203350
"성동구",273371
"광진구",332488
"동대문구",342316
"중랑구",377768
"성북구",421599
"강북구",282202
"도봉구",302188
"노원구",488995
"은평구",459521
"서대문구",301613
"마포구",360144
"양천구",428935
"강서구",553181
"구로구",386392
"금천구",224429
"영등포구",372996
"동작구",375135
"관악구",479179
"서초구",407779
"강남구",556822
"송파구",647426
"강동구",496334
